chr	start	end	omim_id
chr3	49311552	49311619	617176
chr3	49314576	49377486	603486
chr3	49394608	49395786	138320
chr3	49396577	49449409	165390
chr3	49449855	49453909	600690
chr3	49454210	49459906	238310
chr3	49459765	49466757	611516
chr3	49506380	49573048	128239
chr3	49591909	49708982	604020
chr3	49711783	49721404	102645
chr3	49721379	49726907	142408
chr3	49726989	49758962	614472
chr3	49754261	49757117	615691
chr3	49757348	49761384	615320
chr3	49761726	49823975	606991
chr3	49840693	49842463	620426
chr3	49842641	49851386	191325
chr3	49866033	49893997	605958
chr3	49895421	49907339	614993
chr3	49924434	49941306	600168
chr3	49946305	49967244	611464
chr3	49977582	50114682	606886
chr3	50126351	50156454	606884
chr3	50192490	50226508	601124
chr3	50229042	50235129	139330
chr3	50242703	50258918	604437
chr3	50264499	50296794	139360
chr3	50305083	50314977	601281
chr3	50316517	50325545	621358
chr3	50325162	50329860	602725
chr3	50330262	50336836	604038
chr3	50333832	50336836	607073
chr3	50337323	50349812	607071
chr3	50355238	50360176	603551
chr3	50362339	50365654	607052
chr3	50367218	50378267	605082
chr3	50378542	50383163	607070
chr3	50384760	50388206	607072
chr3	50388292	50391500	607068
chr3	50392180	50396952	607069
chr3	50400043	50541675	607082
chr3	50606610	50633597	618609
chr3	50643919	50649205	602441
chr3	50649307	50686722	602130
chr3	50712357	51421629	603123
chr3	51422721	51426828	601916
chr3	51428715	51435339	612602
chr3	51433297	51534031	617259
chr3	51572734	51702676	620006
chr3	51705267	51738339	620608
chr3	51741083	51752629	604099
chr3	51928891	51937369	621131
chr3	51967444	51975920	620013
chr3	51976378	51982883	607726
chr3	51989396	51991515	606917
chr3	51991469	52001482	608503
chr3	52002525	52008646	621040
chr3	52009079	52015212	618771
chr3	52017550	52023213	104620
chr3	52027537	52029911	601832
chr3	52082934	52090587	602749
chr3	52109241	52188439	614783
chr3	52232098	52248343	125290
chr3	52255095	52259661	605474
chr3	52262627	52273174	607433
chr3	52279774	52284615	608979
chr3	52288449	52312665	611059
chr3	52302293	52302377	612102
chr3	52321843	52329273	610516
chr3	52350334	52434508	603332
chr3	52435023	52444024	603089
chr3	52444675	52457657	620057
chr3	52467050	52479119	620997
chr3	52485115	52488057	191040
chr3	52489619	52527084	615507
chr3	52529353	52558511	608560
chr3	52558402	52569043	621077
chr3	52570620	52575906	620435
chr3	52579382	52719929	606083
chr3	52719935	52728513	608011
chr3	52728501	52739807	618399
chr3	52740121	52745164	610358
chr3	52742459	52804956	601959
chr3	52811614	52826078	147270
chr3	52828811	52842813	146650
chr3	52846977	52864688	600564
chr3	52867136	52869035	617195
chr3	52870748	52931564	617189
chr3	52937587	53080089	607319
chr3	53122498	53164451	611908
chr3	53195224	53226733	176977
chr3	53258727	53290038	606781
chr3	53317448	53381570	607010
chr3	53528637	53847760	114206
chr3	53880594	53899821	605458
chr3	53901092	53916179	619716
chr3	53918443	53925886	607916
chr3	54156578	55108584	606399
chr3	54666150	54673884	611473
chr3	55499742	55521334	164975
chr3	55542338	56502495	617250
chr3	56591183	56655865	619287
chr3	56654159	56717293	616493
chr3	56761447	57113296	612115
chr3	57094691	57109460	609869
chr3	57124009	57204345	606807
chr3	57231865	57261643	601802
chr3	57261756	57307499	604299
chr3	57327727	57530071	603340
chr3	57542000	57642222	616519
chr3	57557089	57583071	601177
chr3	57611180	57678804	620561
chr3	57742035	57915730	602701
chr3	57994148	58157978	603381
chr3	58177983	58196699	602244
chr3	58223518	58280461	616966
chr3	58291971	58305920	620769
chr3	58291971	58305920	606112
chr3	58318618	58411854	611450
chr3	58413356	58419559	179060
chr3	58477822	58488083	618791
chr3	58490862	58522917	601641
chr3	58549843	58613337	608295
chr3	58619672	58652501	608619
chr3	59733002	61237126	601153
chr3	61547244	62283284	176886
chr3	62355355	62359225	607414
chr3	62384022	62861091	604667
chr3	63638350	63650888	617832
chr3	63819545	63849481	611965
chr3	63849542	63989138	607640
chr3	63897187	63898059	614481
chr3	63996226	64009683	617857
chr3	64077911	64253849	608501
chr3	64501329	64673676	605421
chr3	65339200	66024593	602625
chr3	66119284	66429347	611037
chr3	66429220	66551545	608868
chr3	67048730	67061634	616607
chr3	67410883	67705036	603922
chr3	68040685	68594772	617495
chr3	68780916	68981698	617498
chr3	69024375	69062835	614789
chr3	69068977	69101484	601126
chr3	69103880	69129524	603172
chr3	69134087	69155243	605709
chr3	69155215	69171746	616112
chr3	69217932	69435239	617467
chr3	69788614	70017483	156845
chr3	70048883	70483740	616895
chr3	71003858	71633129	605515
chr3	71724564	71803924	609896
chr3	71803005	71805647	605187
chr3	71820805	71834299	607002
chr3	72423747	72495774	607535
chr3	72798427	72897596	613663
chr3	72937196	73026066	613322
chr3	73045893	73118349	613822
chr3	73110809	73112488	613250
chr3	73431581	73674092	609729
chr3	74311718	74663810	601325
chr3	75779111	75834700	618405
chr3	75955825	77699115	602431
chr3	78646388	79817148	602430
chr3	81538853	81810796	607839
chr3	85008139	86123579	609938
chr3	86987122	87040299	609980
chr3	87276458	87304706	609512
chr3	87308553	87325734	173110
chr3	87841855	88042989	182134
chr3	88101099	88199020	603363
chr3	89156770	89531284	179611
chr3	93591894	93692740	176880
chr3	93698998	93774522	608922
chr3	93776765	93781760	616588
chr3	93781904	93850676	617491
chr3	96533437	97480376	600066
chr3	97483364	97520086	608845
chr3	97540854	97663828	620146
chr3	97660661	97691275	612049
chr3	97703945	97754159	618668
chr3	98234326	98241746	619677
chr3	98250821	98253525	601166
chr3	98298289	98312455	612732
chr3	98451105	98514696	607156
chr3	98514784	98620539	608698
chr3	99357437	99518061	120251
chr3	99547654	99833345	612993
chr3	99904667	99913030	611030
chr3	99979835	100044082	617687
chr3	100053600	100080479	616769
chr3	100082274	100119933	606081
chr3	100211462	100296288	616928
chr3	100328444	100414323	612307
chr3	100428133	100467811	602498
chr3	100467999	100712265	606279
chr3	100941389	101039419	607056
chr3	101043048	101232056	612846
chr3	101280711	101285290	615423
chr3	101292937	101313309	615210
chr3	101367732	101395976	618181
chr3	101399934	101405562	604180
chr3	101443457	101489406	615864
chr3	101546833	101579866	608004
chr3	102153858	102198685	615915
chr3	105085752	105295744	601662
chr3	105374304	105588245	604491
chr3	106959538	107045811	616619
chr3	107241808	107530186	621127
chr3	107761937	107809878	601028
chr3	107879658	107941271	606621
chr3	108015394	108097132	604371
chr3	108099214	108229443	609929
chr3	108268710	108308285	610643
chr3	108308568	108413687	608672
chr3	108474484	108476257	605645
chr3	108541632	108573852	604962
chr3	108626638	108672726	605128
chr3	108677094	108836981	603205
chr3	109012634	109035364	614445
chr3	109044990	109056393	614125
chr3	110790662	110913017	607147
chr3	111261043	111384843	606037
chr3	111311746	111314193	615246
chr3	111393522	111445854	617015
chr3	111451342	111695364	610298
chr3	111697872	111712215	618756
chr3	111717768	111732732	607953
chr3	111805235	111837057	611956
chr3	111839685	111852095	607792
chr3	111859744	112013063	612738
chr3	112051419	112081659	155970
chr3	112182812	112218319	607925
chr3	112251356	112280809	609606
chr3	112280166	112304426	620298
chr3	112315643	112359990	608298
chr3	112640051	112693950	607546
chr3	112721290	112738518	617089
chr3	112930403	113006306	608708
chr3	113005776	113160340	617559
chr3	113161564	113234003	613447
chr3	113251401	113348422	606816
chr3	113367231	113415489	617568
chr3	113435304	113465096	610834
chr3	113465881	113530903	607027
chr3	113557634	113666021	620180
chr3	113666747	113682220	617334
chr3	113847498	113918254	126451
chr3	113953477	113956425	194553
chr3	114012874	114029135	612859
chr3	114033346	114866135	606025
chr3	115342356	115440330	162060
chr3	115521220	116164334	603241
chr3	116428625	116435883	616057
chr3	118619403	118864867	608351
chr3	118892444	118923990	602380
chr3	118930588	118959725	604015
chr3	119013229	119139561	610911
chr3	119187809	119213555	615618
chr3	119217393	119243937	615534
chr3	119243139	119278461	112203
chr3	119298338	119308792	603081
chr3	119316731	119348658	607460
chr3	119360902	119379436	605823
chr3	119382821	119396253	604813
chr3	119421868	119485949	609910
chr3	119500947	119537334	603065
chr3	119540167	119813294	605004
chr3	119884324	120004069	610464
chr3	120111139	120169839	605547
chr3	120315182	120321354	603840
chr3	120347018	120401086	607474
chr3	120403784	120461363	618542
chr3	120461590	120501916	189962
chr3	120627051	121143608	609381
chr3	121150277	121264835	604419
chr3	121286795	121309469	611164
chr3	121312225	121349142	609107
chr3	121350245	121379750	601306
chr3	121382047	121468588	602500
chr3	121488607	121553907	609237
chr3	121554055	121605373	607659
chr3	121613247	121663035	602339
chr3	121706169	121741094	609739
chr3	121774208	121839983	601020
chr3	121902514	122010476	601199
chr3	122044094	122060816	184600
chr3	122078437	122102078	620713
chr3	122103028	122131181	608017
chr3	122130692	122134909	621240
chr3	122140748	122233786	600686
chr3	122246770	122283631	612065
chr3	122283184	122294050	613143
chr3	122296496	122357894	612066
chr3	122399685	122449687	610028
chr3	122458845	122512678	608263
chr3	122513915	122599986	602773
chr3	122627928	122747452	609298
chr3	122785871	122880951	616942
chr3	122920789	122992983	612442
chr3	123001142	123167937	600293
chr3	123210400	123303900	615939
chr3	123328895	123603179	600922
chr3	123632268	123680076	617147
chr3	123687861	123710971	611757
chr3	123752215	124445172	604605
chr3	124449298	124468120	613891
chr3	124480794	124620265	147561
chr3	124624288	124653595	612181
chr3	124684553	124774841	614182
chr3	124801487	124931592	611316
chr3	124944512	125094198	601897
chr3	125165493	125239046	605931
chr3	125247701	125314341	606739
chr3	125725199	125820363	610803
chr3	125822412	125900029	600249
chr3	126061477	126076251	606465
chr3	126113751	126155399	621398
chr3	126156443	126194734	615746
chr3	126200008	126236616	613012
chr3	126242997	126262134	610124
chr3	126325892	126373967	606235
chr3	126423082	126679263	615634
chr3	126701957	126756232	601055
chr3	127290074	127317074	608336
chr3	127317253	127341279	116945
chr3	127348027	127391645	616627
chr3	127391794	127399769	608308
chr3	127407908	127542028	609699
chr3	127770483	127790526	609213
chr3	127783627	127872757	603449
chr3	127872323	128127489	607695
chr3	128181279	128185733	611337
chr3	128198269	128212044	137295
chr3	128208045	128222050	621229
chr3	128290842	128294929	618259
chr3	128338811	128369661	180470
chr3	128445025	128533641	602298
chr3	128598462	128631957	611103
chr3	128779621	128781249	173515
chr3	128846257	128879906	612764
chr3	128886669	128902739	116955
chr3	128968448	128996616	615525
chr3	128997674	129025029	618288
chr3	129033613	129035129	602785
chr3	129149789	129158791	603574
chr3	129159066	129239350	606045
chr3	129247481	129254187	180380
chr3	129274056	129325519	604282
chr3	129366634	129612554	616242
chr3	129693562	129696778	613879
chr3	129931662	129992649	616612
chr3	130064514	130203690	611916
chr3	130236020	130395886	616613
chr3	130397777	130465673	602610
chr3	130569438	130735556	604384
chr3	130732718	130745669	620693
chr3	130745720	131069309	609779
chr3	131100514	131107652	617381
chr3	131181055	131221815	607118
chr3	131252412	131758450	604208
chr3	132036250	132087146	171790
chr3	132136345	132257876	614334
chr3	132276984	132378653	614288
chr3	132316113	132321488	606065
chr3	132373273	132398638	610552
chr3	132399452	132441253	608002
chr3	132757234	133116619	617361
chr3	133118899	133194052	603212
chr3	133292529	133309118	618789
chr3	133319081	133380785	607760
chr3	133380841	133515485	190000
chr3	133502866	133540336	616883
chr3	133543078	133614726	615852
chr3	133651544	133748769	601460
chr3	133875976	133969701	600524
chr3	134074186	134094259	614658
chr3	134196545	134204865	614484
chr3	134204565	134293855	614724
chr3	134318764	134369864	605739
chr3	134514101	134979309	600600
chr3	135684569	135866736	604944
chr3	135867758	135915177	614802
chr3	135969181	136049011	232050
chr3	136055077	136471220	604358
chr3	136537967	136574730	617812
chr3	136581049	136670448	600508
chr3	136676824	136729927	605621
chr3	137483156	137485176	604747
chr3	137717657	137752491	609210
chr3	137780831	137834450	617570
chr3	137842554	137851232	616709
chr3	137879829	137893763	607024
chr3	137906089	138017231	618521
chr3	137980277	138048693	618584
chr3	138066489	138124377	608435
chr3	138153457	138200528	616692
chr3	138213185	138313102	614310
chr3	138327612	138352218	617535
chr3	138371539	138553770	602925
chr3	138663065	138665979	605597
chr3	138823026	138844009	618995
chr3	139062835	139075982	605810
chr3	139076247	139108489	606990
chr3	139171725	139195358	180280
chr3	139236279	139258584	180260
chr3	139279021	139396892	608702
chr3	139654026	140296239	611323
chr3	140396905	140419992	620334
chr3	140660677	140699837	616149
chr3	140770188	140867453	611660
chr3	140950666	141013766	619732
chr3	141043027	141168634	612218
chr3	141205868	141334186	601589
chr3	141457139	141466402	603863
chr3	141482249	141538194	606987
chr3	141595484	141645391	601867
chr3	141663269	141868386	602160
chr3	141876368	141944427	620801
chr3	142025451	142166879	607994
chr3	142168076	142297575	601215
chr3	142315234	142432506	602734
chr3	142442875	142526730	602343
chr3	142536715	142607925	607064
chr3	142668005	142682850	614580
chr3	142720411	142779567	617849
chr3	142838612	142842856	603798
chr3	142984063	143567310	608396
chr3	143690639	143711210	612200
chr3	145787226	145878971	601865
chr3	145910121	145968892	607612
chr3	146109206	146187348	607610
chr3	146232966	146262394	604170
chr3	147103832	147124330	608948
chr3	147127151	147134506	600470
chr3	148415689	148460790	106165
chr3	148545597	148577974	114852
chr3	148583082	148614990	114851
chr3	148709326	148749562	603942
chr3	148747849	148804320	603257
chr3	148847424	148891519	606118
chr3	148880200	148939616	117700
chr3	149086808	149095436	191155
chr3	149192483	149221181	606567
chr3	149235021	149442575	607392
chr3	149456258	149470276	616699
chr3	149530474	149679926	609247
chr3	149682690	149688682	176590
chr3	150126084	150184209	617724
chr3	150259784	150264283	617674
chr3	150264573	150303803	609234
chr3	150321107	150348223	607912
chr3	150458911	150480956	602213
chr3	150644353	150690786	606397
chr3	150803450	151154441	611318
chr3	150915618	150921003	618925
chr3	150929904	150996330	610116
chr3	151011873	151034608	606379
chr3	151044099	151047337	606380
chr3	151054630	151102541	600515
chr3	151153990	151257104	617351
chr3	151531903	151546276	600338
chr3	151591430	151602407	606381
chr3	151961420	152183569	606516
chr3	152552919	152559228	601167
chr3	152880014	152888416	179541
chr3	153838791	153975614	617552
chr3	153990334	154042276	612767
chr3	154741990	154901493	120520
chr3	155008015	155011472	616891
chr3	155197669	155462860	612835
chr3	155480405	155524067	619654
chr3	155538812	155572216	603690
chr3	155588438	155661809	600358
chr3	155838336	156256541	601141
chr3	156257341	156272906	606213
chr3	156392378	156424559	612480
chr3	156544141	156763918	613536
chr3	156860909	156877936	613384
chr3	156977530	157221205	609594
chr3	157154638	157161422	602492
chr3	157813693	157824209	602504
chr3	157827877	158263519	613352
chr3	158288982	158324245	601402
chr3	158362315	158413370	606639
chr3	158384202	158390437	609305
chr3	158414680	158450246	605090
chr3	158519842	158547505	619976
chr3	158787107	158984096	611622
chr3	158991032	159615148	619206
chr3	159706621	159713806	161560
chr3	159974773	160117013	611177
chr3	160117437	160152741	605575
chr3	160122375	160122473	619572
chr3	160153290	160167574	616148
chr3	160212794	160283359	602970
chr3	160232694	160233024	615644
chr3	160394947	160396236	614439
chr3	160474018	160796690	611931
chr3	160801670	160823137	603094
chr3	160939098	160971320	611021
chr3	161062585	161089305	610412
chr3	161214595	161221730	621480
chr3	164696685	164796284	609845
chr3	164904507	164914897	609679
chr3	165490691	165555211	177400
chr3	167159720	167194751	605587
chr3	167401085	167452680	609118
chr3	167453508	167543357	602445
chr3	167726476	167813712	606805
chr3	168801294	169381500	165215
chr3	169482397	169482848	602322
chr3	169484708	169487349	608534
chr3	169491183	169507504	606042
chr3	169510790	169530692	619037
chr3	169556959	169587723	620925
chr3	169629359	169656963	620493
chr3	169684594	169716161	602173
chr3	169755782	169803180	621509
chr3	169805371	169899521	620031
chr3	169940211	170023765	600539
chr3	170075502	170114623	165340
chr3	170136655	170152479	601326
chr3	170177335	170303864	615720
chr3	170606206	170626426	605782
chr3	170714135	170744509	138160
chr3	170776202	171178194	610005
chr3	171318193	171528273	602382
chr3	171757367	172119459	611909
chr3	172161080	172166246	601898
chr3	172223297	172241220	603598
chr3	172348038	172428857	613234
chr3	172468515	172539264	600586
chr3	172607146	172859025	609856
chr3	173113741	174012162	600568
chr3	174577123	175528336	608806
chr3	176737131	176915270	608628
chr3	178254223	178562217	605214
chr3	178735010	178790301	606452
chr3	178866144	178957881	171834
chr3	178957490	178984838	605222
chr3	179040663	179056371	619214
chr3	179065496	179112724	608506
chr3	179113875	179169258	610863
chr3	179280713	179306195	604958
chr3	179306072	179322426	611852
chr3	179322581	179345435	603841
chr3	179370827	179507189	603591
chr3	179512745	179754725	611058
chr3	180331795	180397277	613798
chr3	180630457	180700541	600819
chr3	180701496	180707626	608977
chr3	180774467	181460016	616338
chr3	181429712	181432224	184429
chr3	182511291	182639417	605869
chr3	182655861	182703706	605905
chr3	182733005	182817375	609010
chr3	182840002	182880522	605883
chr3	182895828	183146407	619946
chr3	182971040	182991173	615333
chr3	183205338	183273494	614214
chr3	183353410	183402307	611295
chr3	183415584	183530412	613373
chr3	183533709	183543365	610593
chr3	183547058	183602668	607858
chr3	183637721	183735672	605251
chr3	183749331	183757157	610122
chr3	183770834	183778461	610121
chr3	183814851	183824783	610123
chr3	183853145	183863099	603945
chr3	183873164	183891402	601368
chr3	183892642	183901879	601024
chr3	183903986	183911793	618967
chr3	183959192	183959277	611620
chr3	183960116	183967313	608750
chr3	183977000	183979341	608721
chr3	183993809	184010819	610145
chr3	184017028	184026838	606223
chr3	184032393	184053141	600495
chr3	184063972	184079393	600570
chr3	184079497	184086379	606023
chr3	184089722	184097476	600044
chr3	184098097	184108527	603475
chr3	184279572	184300196	601839
chr3	184428151	184429852	609267
chr3	184529953	184770392	618366
chr3	184908411	184971837	607037
chr3	185000748	185206882	604915
chr3	185224049	185270376	607365
chr3	185304082	185351339	608261
chr3	185360917	185542830	608289
chr3	185632345	185655802	602719
chr3	185764102	185826878	601600
chr3	185864989	186080023	601854
chr3	186256231	186262169	123730
chr3	186263855	186288332	619848
chr3	186288508	186303582	611341
chr3	186330848	186339107	138680
chr3	186353757	186370930	605954
chr3	186383802	186396023	142640
chr3	186435147	186462199	612358
chr3	186501365	186507686	601102
chr3	186504464	186504641	611334
chr3	186505087	186505222	180647
chr3	186507688	186524271	102577
chr3	186560498	186576252	605441
chr3	186648314	186796341	109675
chr3	186838735	186857284	607547
chr3	186915273	186919250	609137
chr3	186935069	187009525	600521
chr3	187086172	187089864	609350
chr3	187386699	187388182	182450
chr3	187416046	187420345	609138
chr3	187439168	187463256	109565
chr3	187870808	188608460	600700
chr3	188406568	188406654	612154
chr3	189314534	189615065	603273
chr3	189674516	189840067	610341
chr3	190008149	190129927	603959
chr3	190023495	190040235	603718
chr3	190146443	190167690	614786
chr3	190231873	190377539	602626
chr3	190570525	190580483	614448
chr3	190917029	190983404	610280
chr3	190984956	191048315	618134
chr3	191047182	191116448	611051
chr3	191178951	191179245	615701
chr3	191857178	192445330	601513
chr3	192514603	192635645	620914
chr3	192959010	192988644	606487
chr3	192992577	193096542	619119
chr3	193116755	193272684	609556
chr3	193310996	193415600	605290
chr3	193853936	193856521	139605
chr3	194060496	194072057	603104
chr3	194075977	194090472	619327
chr3	194115549	194119995	173511
chr3	194123405	194207731	610232
chr3	194361519	194392920	610780
chr3	194789012	194991888	614552
chr3	194995473	195163749	607766
chr3	195241223	195270148	601792
chr3	195295575	195310811	107740
chr3	195426271	195426368	614538
chr3	195447848	195460422	610360
chr3	195473641	195538800	158372
chr3	195590234	195635422	606994
chr3	195776154	195808961	190010
chr3	195924322	195938271	618671
chr3	195943404	195960298	612084
chr3	195961238	196014597	123695
chr3	196018089	196045111	617353
chr3	196050417	196065259	620845
chr3	196074532	196159298	616379
chr3	196195653	196230639	612688
chr3	196281047	196295425	615110
chr3	196295530	196315930	609112
chr3	196366564	196388875	615322
chr3	196433147	196439121	615586
chr3	196439247	196462878	610276
chr3	196466727	196559518	605022
chr3	196594790	196661585	612845
chr3	196662276	196669399	605133
chr3	196669544	196670414	621467
chr3	196673226	196695704	611671
chr3	196728610	196756688	155750
chr3	196769430	197026192	601014
chr3	197236653	197300214	603063
chr3	197395737	197476691	613516
chr3	197476403	197514467	616933
chr3	197615947	197686862	612477
chr3	197677060	197683481	180468
chr3	197687087	197770591	609380
chr4	331602	378657	194648
chr4	492998	533989	616918
chr4	619361	664571	180072
chr4	666224	668065	601519
chr4	668330	675817	160782
chr4	675617	682940	620318
chr4	699620	763877	617543
chr4	778744	819917	605032
chr4	843064	926104	602052
chr4	926247	952444	616660
chr4	952674	967357	601207
chr4	972822	987192	610130
chr4	980784	998345	252800
chr4	1005413	1020686	605830
chr4	1050038	1107352	612041
chr4	1160719	1202632	605918
chr4	1205232	1244143	602618
chr4	1283678	1333925	606801
chr4	1340995	1381837	614632
chr4	1396719	1400230	617869
chr4	1641613	1686040	617229
chr4	1694457	1714046	602422
chr4	1717678	1723050	615975
chr4	1723247	1746898	605303
chr4	1795019	1810594	134934
chr4	1813205	1857883	604407
chr4	1873119	1983919	602952
chr4	1984449	2010701	606026
chr4	2043721	2045691	614690
chr4	2061053	2070816	610647
chr4	2073644	2243848	610887
chr4	2230075	2243848	613430
chr4	2249158	2263836	620016
chr4	2271323	2420372	614176
chr4	2470832	2517584	602850
chr4	2537101	2734300	620037
chr4	2743374	2758063	610669
chr4	2794811	2842823	602104
chr4	2845570	2931789	102680
chr4	2932293	2936552	610977
chr4	2939662	2965133	611526
chr4	2965297	3042487	137026
chr4	3076407	3245687	613004
chr4	3287617	3441640	602512
chr4	3443694	3451213	604552
chr4	3465032	3503209	610285
chr4	3505338	3534149	104225
chr4	3768111	3770253	104250
chr4	4190452	4228656	607806
chr4	4269427	4291881	617684
chr4	4291977	4323510	616238
chr4	4388258	4420785	607645
chr4	4420694	4544070	606046
chr4	4543857	4712665	621221
chr4	4861391	4865663	142983
chr4	5016312	5021185	607930
chr4	5053206	5502716	621309
chr4	5564165	5711275	607261
chr4	5712927	5816032	604831
chr4	5822490	5894813	602462
chr4	6027925	6202276	611195
chr4	6271576	6304992	606201
chr4	6322307	6565526	605997
chr4	6576915	6625089	618899
chr4	6642411	6644456	616905
chr4	6695604	6698897	600614
chr4	6717900	6719391	605695
chr4	6784453	6885891	619237
chr4	6911192	7034841	614855
chr4	7042575	7044728	619347
chr4	7045098	7059679	608790
chr4	7060621	7069791	606173
chr4	7194264	7744554	606284
chr4	7755816	7780655	619779
chr4	7760439	7941588	608252
chr4	7967053	8160540	612544
chr4	8007027	8007108	613185
chr4	8271480	8308825	608785
chr4	8368008	8442450	603402
chr4	8442503	8478282	614309
chr4	8582118	8591750	606921
chr4	8594491	8621479	603105
chr4	8847801	8873565	142992
chr4	9360107	9361700	607011
chr4	9783257	9785633	126453
chr4	9827847	10041894	606142
chr4	10075962	10118423	604734
chr4	10441503	10459050	617734
chr4	10488018	10686392	611434
chr4	11394773	11430518	603244
chr4	13369347	13485964	612994
chr4	13542453	13546132	602183
chr4	13570361	13629349	616746
chr4	15004104	15071775	610605
chr4	15471488	15603180	612013
chr4	15606003	15656980	605655
chr4	15704687	15734410	600387
chr4	15779950	15854855	107270
chr4	15937199	15940363	607737
chr4	15961867	15964798	607713
chr4	15969850	16085646	604365
chr4	16162127	16228094	612758
chr4	16503163	16900268	603450
chr4	17488017	17513713	612676
chr4	17516787	17528727	618988
chr4	17578820	17609593	170250
chr4	17616263	17635728	610311
chr4	17630928	17783244	619945
chr4	17795068	17812380	620524
chr4	17812601	17846488	606280
chr4	17842821	18023498	611799
chr4	20253527	20622184	603746
chr4	20529897	20530007	616770
chr4	20730228	21950395	608182
chr4	22388998	22517689	612303
chr4	22694559	22821192	606619
chr4	23793643	24474528	604517
chr4	24529097	24586177	603403
chr4	24797194	24802464	185490
chr4	25000468	25032568	608301
chr4	25121635	25162071	613009
chr4	25235654	25280826	612101
chr4	25314395	25372005	611792
chr4	25378884	25420120	606947
chr4	25657472	25680370	604217
chr4	25749054	25865188	619914
chr4	25915841	25931434	617465
chr4	26165079	26436753	147183
chr4	26483017	26492106	118444
chr4	26862462	27027003	610841
chr4	30721990	31148422	602988
chr4	36007025	36245561	606645
chr4	36283237	36349133	616979
chr4	37246364	37451085	620172
chr4	37592425	37687998	611212
chr4	37828307	37864558	172000
chr4	37892704	38140794	609850
chr4	37962018	37962749	604231
chr4	38665819	38703138	609392
chr4	38773858	38784611	606270
chr4	38797875	38806412	601194
chr4	38824517	38859376	605403
chr4	38869652	38869748	615469
chr4	39046450	39127853	608064
chr4	39184148	39287430	608151
chr4	39289075	39367982	102579
chr4	39408549	39453153	611135
chr4	39455743	39460542	603686
chr4	39460675	39481126	607031
chr4	39500374	39529059	603370
chr4	39699755	39784412	602846
chr4	39824482	39979531	613200
chr4	40044536	40058819	611963
chr4	40058469	40159872	619139
chr4	40192699	40248587	602037
chr4	40337349	40357234	605116
chr4	40425296	40632611	619104
chr4	40751971	40813201	617185
chr4	40812043	41216559	602710
chr4	41222090	41258744	614991
chr4	41258944	41270472	191342
chr4	41361623	41702061	617750
chr4	41746098	41750742	603851
chr4	41937445	41962820	618515
chr4	41992546	42092478	604604
chr4	42112869	42154672	621197
chr4	42399504	42404504	617325
chr4	42410389	42659122	609542
chr4	42894729	43032675	613283
chr4	44175919	44450826	618442
chr4	44624104	44653642	619754
chr4	44680436	44702945	617064
chr4	44703811	44728573	613222
chr4	46037785	46126071	137166
chr4	46245564	46392317	137140
chr4	46736843	46911262	609811
chr4	46920916	46995598	137141
chr4	47033583	47428464	137190
chr4	47452803	47465719	616656
chr4	47487291	47595503	619815
chr4	47596017	47840084	605236
chr4	47849249	47916684	620488
chr4	47937993	48018698	123825
chr4	48018788	48042190	620340
chr4	48068409	48136267	600058
chr4	48137799	48271855	600583
chr4	48343545	48428218	610492
chr4	48485359	48491543	618563
chr4	48492268	48496406	607520
chr4	48499373	48782296	620798
chr4	48833104	48863832	619596
chr4	48887035	48908791	619633
chr4	48988291	49064096	618561
chr4	52709318	52783003	612977
chr4	52886871	52904465	600900
chr4	52917469	52963465	612814
chr4	53457125	53525468	612849
chr4	53578560	53586864	614625
chr4	53578848	53578914	614627
chr4	53579415	53579537	614626
chr4	53728483	53733002	612404
chr4	54243807	54327029	607686
chr4	54325467	54457653	609732
chr4	54875955	54930772	604332
chr4	54966329	54968665	616253
chr4	55095459	55164412	173490
chr4	55524123	55606881	164920
chr4	55944647	55991762	191306
chr4	56212408	56239267	611715
chr4	56262123	56292342	614726
chr4	56294069	56413076	601851
chr4	56422685	56458412	611676
chr4	56461397	56502960	605103
chr4	56719813	56771252	607879
chr4	56815110	56899527	611423
chr4	56915263	57196775	618327
chr4	57204455	57253657	614365
chr4	57259527	57301781	172450
chr4	57276672	57327527	172439
chr4	57333782	57369847	602122
chr4	57371374	57390619	612405
chr4	57514163	57547462	607275
chr4	57676025	57688035	605753
chr4	57774065	57802010	600571
chr4	57829515	57843772	614919
chr4	57845061	57897324	180661
chr4	57896938	57976551	602867
chr4	62066043	62944053	616417
chr4	65142015	65275178	617242
chr4	66185284	66536207	600004
chr4	68334479	68411221	117141
chr4	68424444	68473055	604298
chr4	68478369	68566873	611361
chr4	68602835	68620106	138850
chr4	68686593	68749720	605369
chr4	68775112	68829211	611704
chr4	68926327	68929015	610892
chr4	69176104	69215808	617283
chr4	69313180	69363322	610399
chr4	69402890	69442040	601903
chr4	69512314	69536370	600069
chr4	69681711	69697741	600070
chr4	69794180	69817522	616382
chr4	69917092	69978705	600068
chr4	70065668	70080466	603064
chr4	70146192	70160768	606497
chr4	70345882	70391732	600067
chr4	70454134	70505360	619809
chr4	70454134	70518965	604716
chr4	70586884	70626338	608436
chr4	70706929	70725863	600043
chr4	70796785	70812292	115450
chr4	70820973	70831446	115460
chr4	70861682	70868287	184470
chr4	70894175	70902255	142702
chr4	70916154	70924565	142701
chr4	71061441	71070293	614843
chr4	71091840	71100969	607241
chr4	71104097	71117149	601695
chr4	71200697	71202833	618600
chr4	71226476	71232875	618340
